company_name,primary_domain,info_url_1,info_url_1_source_type,info_url_2,info_url_2_source_type,sentiment_url_1,sentiment_url_1_source_type,sentiment_url_2,sentiment_url_2_source_type,notes
Safari Industries India,safaribags.com,https://safaribags.com/pages/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
VIP Industries,vipindustries.co.in,https://www.vipindustries.co.in/about-us,own_about_page,https://en.wikipedia.org/wiki/VIP_Industries,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Great Learning,mygreatlearning.com,https://www.mygreatlearning.com/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Teachmint,teachmint.com,https://www.teachmint.com/about,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
LEAD Group,leadschool.in,https://leadschool.in/about-us/know-the-company/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Aakash Educational Services,aakash.ac.in,https://en.wikipedia.org/wiki/Aakash_(tablet),wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
ALLEN Career Institute,allen.ac.in,https://en.wikipedia.org/wiki/Allen,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Career Launcher,careerlauncher.com,https://www.careerlauncher.com/aboutus/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
EduTech,edutech.com,https://www.edutech.com/about,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Tata Trusts,tatatrusts.org,https://en.wikipedia.org/wiki/Tata_Trusts,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Wipro Foundation,wiprofoundation.org,https://www.wiprofoundation.org/about-us/,own_about_page,https://en.wikipedia.org/wiki/Wipro,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Reliance Foundation,reliancefoundation.org,https://www.reliancefoundation.org/about-us,own_about_page,https://en.wikipedia.org/wiki/Reliance_Foundation,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Akshaya Patra Foundation,akshayapatra.org,https://www.akshayapatra.org/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Teach For India,teachforindia.org,https://www.teachforindia.org/who-we-are,own_about_page,https://en.wikipedia.org/wiki/Redrawing_India:_The_Teach_For_India_Story,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Pratham Education Foundation,pratham.org,https://www.pratham.org/our-story/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
SEWA,sewa.org,https://www.sewa.org/about-us/,own_about_page,https://en.wikipedia.org/wiki/Sewapanthi,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Give,give.do,https://give.do/aboutus,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
HelpAge India,helpageindia.org,https://www.helpageindia.org/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Smile Foundation,smilefoundationindia.org,https://www.smilefoundationindia.org/our-story/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Goonj,goonj.org,https://en.wikipedia.org/wiki/Goonj_(1974_film),wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Sightsavers India,sightsaversindia.org,https://www.sightsaversindia.org/about-us/,own_about_page,https://en.wikipedia.org/wiki/Sightsavers,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
